# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1211       1.365923930278e-10       2.521919142013e-12       1.607826094700e-12       0.000000000000e+00       2.742155626113e-15       1.022645397273e-16      -5.498123498453e-17 
 1212       1.359097411139e-10       2.550617553063e-12       1.633849666095e-12       0.000000000000e+00       2.733342550966e-15       1.052984469745e-16      -5.594748584562e-17 
 1213       1.352262806164e-10       2.579499153460e-12       1.657294014436e-12       0.000000000000e+00       2.724564850159e-15       1.083424323532e-16      -5.690117017662e-17 
 1214       1.345422551097e-10       2.608549863869e-12       1.678153167473e-12       0.000000000000e+00       2.715822340141e-15       1.114014638295e-16      -5.784248256292e-17 
 1215       1.338579097486e-10       2.637755509100e-12       1.696421177969e-12       0.000000000000e+00       2.707114834660e-15       1.144805420187e-16      -5.877161922829e-17 
 1216       1.331734912719e-10       2.667101817911e-12       1.712092123789e-12       0.000000000000e+00       2.698442144755e-15       1.175847002519e-16      -5.968877803857e-17 
 1217       1.324892480053e-10       2.696574422806e-12       1.725160107999e-12       0.000000000000e+00       2.689804078754e-15       1.207190046439e-16      -6.059415850524e-17 
 1218       1.318054298648e-10       2.726158859839e-12       1.735619258962e-12       0.000000000000e+00       2.681200442260e-15       1.238885541596e-16      -6.148796178910e-17 
 1219       1.311222883597e-10       2.755840568414e-12       1.743463730435e-12       0.000000000000e+00       2.672631038150e-15       1.270984806818e-16      -6.237039070389e-17 
 1220       1.304400765960e-10       2.785604891084e-12       1.748687701661e-12       0.000000000000e+00       2.664095666567e-15       1.303539490781e-16      -6.324164971991e-17 
 1221       1.297590492798e-10       2.815437073356e-12       1.751285377470e-12       0.000000000000e+00       2.655594124911e-15       1.336601572679e-16      -6.410194496765e-17 
 1222       1.290794627200e-10       2.845322263490e-12       1.751250988372e-12       0.000000000000e+00       2.647126207834e-15       1.370223362900e-16      -6.495148424144e-17 
 1223       1.284015748320e-10       2.875245512300e-12       1.748578790654e-12       0.000000000000e+00       2.638691707233e-15       1.404457503694e-16      -6.579047700307e-17 
 1224       1.277256451406e-10       2.905191772955e-12       1.743263066476e-12       0.000000000000e+00       2.630290412242e-15       1.439356969847e-16      -6.661913438543e-17 
 1225       1.270519347835e-10       2.935145900780e-12       1.735298123966e-12       0.000000000000e+00       2.621922109229e-15       1.474975069349e-16      -6.743766919612e-17 
 1226       1.263807065143e-10       2.965092653061e-12       1.724678297317e-12       0.000000000000e+00       2.613586581781e-15       1.511365444073e-16      -6.824629592111e-17 
 1227       1.257122247057e-10       2.995016688838e-12       1.711397946886e-12       0.000000000000e+00       2.605283610708e-15       1.548582070439e-16      -6.904523072835e-17 
 1228       1.250467553531e-10       3.024902568715e-12       1.695451459282e-12       0.000000000000e+00       2.597012974028e-15       1.586679260088e-16      -6.983469147142e-17 
 1229       1.243845450356e-10       3.054735635151e-12       1.676839143792e-12       0.000000000000e+00       2.588774468720e-15       1.625695244324e-16      -7.061485339776e-17 
 1230       1.237257575216e-10       3.084504665221e-12       1.655584998197e-12       0.000000000000e+00       2.580567976280e-15       1.665602712360e-16      -7.138571568958e-17 
 1231       1.230705364158e-10       3.114199249012e-12       1.631719154453e-12       0.000000000000e+00       2.572393397930e-15       1.706357686101e-16      -7.214723334281e-17 
 1232       1.224190261343e-10       3.143808911865e-12       1.605272002099e-12       0.000000000000e+00       2.564250632931e-15       1.747915882382e-16      -7.289936131861e-17 
 1233       1.217713719055e-10       3.173323114240e-12       1.576274188821e-12       0.000000000000e+00       2.556139578570e-15       1.790232712334e-16      -7.364205454344e-17 
 1234       1.211277197724e-10       3.202731251593e-12       1.544756621020e-12       0.000000000000e+00       2.548060130163e-15       1.833263280757e-16      -7.437526790924e-17 
 1235       1.204882165937e-10       3.232022654242e-12       1.510750464372e-12       0.000000000000e+00       2.540012181044e-15       1.876962385486e-16      -7.509895627350e-17 
 1236       1.198530100452e-10       3.261186587241e-12       1.474287144391e-12       0.000000000000e+00       2.531995622563e-15       1.921284516758e-16      -7.581307445939e-17 
 1237       1.192222486219e-10       3.290212250249e-12       1.435398347000e-12       0.000000000000e+00       2.524010344081e-15       1.966183856583e-16      -7.651757725586e-17 
 1238       1.185960816391e-10       3.319088777403e-12       1.394116019088e-12       0.000000000000e+00       2.516056232961e-15       2.011614278113e-16      -7.721241941781e-17 
 1239       1.179746592341e-10       3.347805237188e-12       1.350472369076e-12       0.000000000000e+00       2.508133174570e-15       2.057529345008e-16      -7.789755566611e-17 
 1240       1.173581323677e-10       3.376350632307e-12       1.304499867483e-12       0.000000000000e+00       2.500241052266e-15       2.103882310805e-16      -7.857294068781e-17 
 1241       1.167466528259e-10       3.404713899556e-12       1.256231247488e-12       0.000000000000e+00       2.492379747399e-15       2.150626118290e-16      -7.923852913620e-17 
 1242       1.161403732211e-10       3.432883909687e-12       1.205699505498e-12       0.000000000000e+00       2.484549139302e-15       2.197713398862e-16      -7.989427563095e-17 
 1243       1.155394469941e-10       3.460849467289e-12       1.152937901705e-12       0.000000000000e+00       2.476749105289e-15       2.245096471904e-16      -8.054013475821e-17 
 1244       1.149440284154e-10       3.488599310652e-12       1.097979960655e-12       0.000000000000e+00       2.468979520647e-15       2.292727344151e-16      -8.117606107072e-17 
 1245       1.143542725866e-10       3.516122111640e-12       1.040859471815e-12       0.000000000000e+00       2.461240258634e-15       2.340557709060e-16      -8.180200908795e-17 
 1246       1.137703354423e-10       3.543406475563e-12       9.816104901278e-13       0.000000000000e+00       2.453531190469e-15       2.388538946175e-16      -8.241793329621e-17 
 1247       1.131923737515e-10       3.570440941045e-12       9.202673365860e-13       0.000000000000e+00       2.445852185334e-15       2.436622120498e-16      -8.302378814874e-17 
 1248       1.126205451188e-10       3.597213979900e-12       8.568645987900e-13       0.000000000000e+00       2.438203110362e-15       2.484757981860e-16      -8.361952806585e-17 
 1249       1.120550079867e-10       3.623713996998e-12       7.914371315141e-13       0.000000000000e+00       2.430583830636e-15       2.532896964283e-16      -8.420510743503e-17 
 1250       1.114959216364e-10       3.649929330139e-12       7.240200572703e-13       0.000000000000e+00       2.422994209183e-15       2.580989185355e-16      -8.478048061106e-17 
 1251       1.109434461898e-10       3.675848249923e-12       6.546487668728e-13       0.000000000000e+00       2.415434106967e-15       2.628984445594e-16      -8.534560191613e-17 
 1252       1.103977426110e-10       3.701458959621e-12       5.833589200014e-13       0.000000000000e+00       2.407903382889e-15       2.676832227821e-16      -8.590042563996e-17 
 1253       1.098589727074e-10       3.726749595047e-12       5.101864457663e-13       0.000000000000e+00       2.400401893776e-15       2.724481696524e-16      -8.644490603989e-17 
 1254       1.093272991321e-10       3.751708224428e-12       4.351675432716e-13       0.000000000000e+00       2.392929494377e-15       2.771881697228e-16      -8.697899734105e-17 
 1255       1.088028853846e-10       3.776322848273e-12       3.583386821800e-13       0.000000000000e+00       2.385486037362e-15       2.818980755867e-16      -8.750265373641e-17 
 1256       1.082858958128e-10       3.800581399250e-12       2.797366032762e-13       0.000000000000e+00       2.378071373314e-15       2.865727078147e-16      -8.801582938693e-17 
 1257       1.077764956146e-10       3.824471742049e-12       1.993983190316e-13       0.000000000000e+00       2.370685350723e-15       2.912068548918e-16      -8.851847842168e-17 
 1258       1.072748508390e-10       3.847981673260e-12       1.173611141681e-13       0.000000000000e+00       2.363327815981e-15       2.957952731541e-16      -8.901055493794e-17 
 1259       1.067811283882e-10       3.871098921242e-12       3.366254622239e-14       0.000000000000e+00       2.355998613381e-15       3.003326867260e-16      -8.949201300133e-17 
 1260       1.062954960188e-10       3.893811145989e-12      -5.165955389023e-14       0.000000000000e+00       2.348697585106e-15       3.048137874564e-16      -8.996280664591e-17 
 1261       1.058181223435e-10       3.916105939011e-12      -1.385670813115e-13       0.000000000000e+00       2.341424571227e-15       3.092332348562e-16      -9.042288987429e-17 
 1262       1.053491768325e-10       3.937970823194e-12      -2.270216566763e-13       0.000000000000e+00       2.334179409699e-15       3.135856560349e-16      -9.087221665779e-17 
 1263       1.048888298153e-10       3.959393252679e-12      -3.169846255483e-13       0.000000000000e+00       2.326961936353e-15       3.178656456373e-16      -9.131074093649e-17 
 1264       1.044372524819e-10       3.980360612730e-12      -4.084170578561e-13       0.000000000000e+00       2.319771984894e-15       3.220677657806e-16      -9.173841661939e-17 
 1265       1.039946168848e-10       4.000860219606e-12      -5.012797473290e-13       0.000000000000e+00       2.312609386893e-15       3.261865459911e-16      -9.215519758453e-17 
 1266       1.035610959399e-10       4.020879320428e-12      -5.955332109330e-13       0.000000000000e+00       2.305473971784e-15       3.302164831412e-16      -9.256103767906e-17 
 1267       1.031368634288e-10       4.040405093057e-12      -6.911376883065e-13       0.000000000000e+00       2.298365566856e-15       3.341520413861e-16      -9.295589071941e-17 
 1268       1.027220653000e-10       4.059426312456e-12      -7.880523819874e-13       0.000000000000e+00       2.291284013195e-15       3.379891343502e-16      -9.333971479782e-17 
 1269       1.023167332093e-10       4.077938371086e-12      -8.862331696411e-13       0.000000000000e+00       2.284229213699e-15       3.417295905151e-16      -9.371248525618e-17 
 1270       1.019208699857e-10       4.095938316134e-12      -9.856348643341e-13       0.000000000000e+00       2.277201085601e-15       3.453767391898e-16      -9.407418186201e-17 
 1271       1.015344782403e-10       4.113423188271e-12      -1.086211970730e-12       0.000000000000e+00       2.270199544578e-15       3.489339329784e-16      -9.442478451603e-17 
 1272       1.011575603660e-10       4.130390021639e-12      -1.187918684468e-12       0.000000000000e+00       2.263224504746e-15       3.524045478282e-16      -9.476427325256e-17 
 1273       1.007901185362e-10       4.146835843852e-12      -1.290708891545e-12       0.000000000000e+00       2.256275878653e-15       3.557919830762e-16      -9.509262824001e-17 
 1274       1.004321547049e-10       4.162757675989e-12      -1.394536167690e-12       0.000000000000e+00       2.249353577277e-15       3.590996614976e-16      -9.540982978124e-17 
 1275       1.000836706057e-10       4.178152532589e-12      -1.499353777748e-12       0.000000000000e+00       2.242457510024e-15       3.623310293523e-16      -9.571585831409e-17 
 1276       9.974466775160e-11       4.193017421647e-12      -1.605114675058e-12       0.000000000000e+00       2.235587584720e-15       3.654895564325e-16      -9.601069441174e-17 
 1277       9.941514743384e-11       4.207349344609e-12      -1.711771500830e-12       0.000000000000e+00       2.228743707611e-15       3.685787361104e-16      -9.629431878319e-17 
 1278       9.909511072177e-11       4.221145296368e-12      -1.819276583528e-12       0.000000000000e+00       2.221925783357e-15       3.716020853854e-16      -9.656671227366e-17 
 1279       9.878455846211e-11       4.234402265257e-12      -1.927581938245e-12       0.000000000000e+00       2.215133715028e-15       3.745631449315e-16      -9.682785586507e-17 
 1280       9.848349127833e-11       4.247117233048e-12      -2.036639266088e-12       0.000000000000e+00       2.208367404102e-15       3.774654791444e-16      -9.707773067644e-17 
